source,metaedge,target
Compound::DB00993,CcSE,Side_Effect::C0011603
Gene::4212,Gr>G,Gene::2131
Gene::83737,GpBP,Biological_Process::GO:0016567
Gene::9475,GpMF,Molecular_Function::GO:0004672
Gene::5920,Gr>G,Gene::22827
Gene::2263,GpBP,Biological_Process::GO:0048010
Gene::2258,GpBP,Biological_Process::GO:0051129
Gene::7593,GpMF,Molecular_Function::GO:0000975
Gene::1388,GpMF,Molecular_Function::GO:0000975
Gene::23569,GpBP,Biological_Process::GO:0019240
Gene::3065,Gr>G,Gene::5928
Gene::122786,GpCC,Cellular_Component::GO:0005730
Compound::DB00014,CcSE,Side_Effect::C0017178
Gene::51274,Gr>G,Gene::4282
Gene::29761,GpBP,Biological_Process::GO:0030163
Gene::81033,GcG,Gene::4131
Gene::4356,GiG,Gene::10987
Gene::51444,Gr>G,Gene::22827
Gene::3866,GiG,Gene::54955
Disease::DOID:12365,DdG,Gene::3553
Gene::790955,GpBP,Biological_Process::GO:0007005
Gene::158835,GpBP,Biological_Process::GO:0010817
Gene::2064,Gr>G,Gene::22827
Gene::3742,GpBP,Biological_Process::GO:0006812
Gene::4282,Gr>G,Gene::10797
Gene::6009,GpBP,Biological_Process::GO:1901653
Gene::29803,GcG,Gene::9668
Gene::5127,GpBP,Biological_Process::GO:0048609
Gene::55920,GpMF,Molecular_Function::GO:0008092
Gene::5362,GiG,Gene::8829
Gene::79705,Gr>G,Gene::22827
Gene::8513,GpBP,Biological_Process::GO:0016042
Gene::10969,Gr>G,Gene::6194
Gene::1841,GpBP,Biological_Process::GO:0009265
Gene::1601,GpBP,Biological_Process::GO:0032386
Anatomy::UBERON:0001893,AuG,Gene::2897
Compound::DB00882,CcSE,Side_Effect::C0004093
Gene::22883,GpBP,Biological_Process::GO:0098609
Gene::2324,Gr>G,Gene::7298
Gene::79366,Gr>G,Gene::7103
Gene::5598,Gr>G,Gene::3934
Compound::DB00897,CcSE,Side_Effect::C0013395
Gene::9536,GpPW,Pathway::PC7_5326
Gene::9146,Gr>G,Gene::22827
Gene::5709,GpPW,Pathway::PC7_1563
Gene::2055,GpBP,Biological_Process::GO:0007601
Gene::57715,GpBP,Biological_Process::GO:0001755
Gene::6256,Gr>G,Gene::6182
Gene::3157,Gr>G,Gene::7018
Gene::355,GpCC,Cellular_Component::GO:0009986
Gene::23178,GpBP,Biological_Process::GO:0010675
Gene::5608,Gr>G,Gene::23406
Anatomy::UBERON:0001135,AdG,Gene::1017
Gene::1537,GpPW,Pathway::WP111_r82216
Gene::10482,Gr>G,Gene::5901
Gene::9817,GiG,Gene::9768
Gene::23787,GcG,Gene::399473
Gene::10915,GpMF,Molecular_Function::GO:0000988
Gene::1281,GiG,Gene::2335
Gene::466,GpMF,Molecular_Function::GO:0001067
Gene::324,GpCC,Cellular_Component::GO:0005911
Gene::22930,GpBP,Biological_Process::GO:0010506
Gene::28998,GpCC,Cellular_Component::GO:0005740
Gene::64919,GpBP,Biological_Process::GO:0030855
Gene::8550,Gr>G,Gene::23635
Gene::1958,GpBP,Biological_Process::GO:0060537
Gene::1491,GpBP,Biological_Process::GO:0009069
Gene::4633,GpBP,Biological_Process::GO:0003015
Gene::3550,GiG,Gene::55660
Gene::649,GpBP,Biological_Process::GO:0060395
Compound::DB06605,CcSE,Side_Effect::C0018681
Disease::DOID:10763,DpS,Symptom::D054058
Gene::100287327,GpMF,Molecular_Function::GO:0008234
Gene::10099,Gr>G,Gene::22827
Gene::1855,GpBP,Biological_Process::GO:0048858
Anatomy::UBERON:0001044,AuG,Gene::7867
Gene::23358,GcG,Gene::23401
Gene::27035,GpBP,Biological_Process::GO:0072593
Gene::1212,Gr>G,Gene::51382
Gene::3205,Gr>G,Gene::4830
Gene::8924,GpBP,Biological_Process::GO:0032504
Gene::90,GpBP,Biological_Process::GO:0007283
Gene::10241,Gr>G,Gene::5300
Compound::DB00308,CcSE,Side_Effect::C0428977
Gene::2645,GpBP,Biological_Process::GO:0006090
Gene::51031,Gr>G,Gene::1738
Gene::9857,GpBP,Biological_Process::GO:0007010
Gene::7919,Gr>G,Gene::9984
Compound::DB01065,CcSE,Side_Effect::C0011991
Gene::64220,GpBP,Biological_Process::GO:0060541
Compound::DB01249,CcSE,Side_Effect::C0042963
Gene::80024,GpMF,Molecular_Function::GO:0008324
Gene::64422,GpMF,Molecular_Function::GO:0004842
Anatomy::UBERON:0001296,AuG,Gene::79960
Gene::56923,GpBP,Biological_Process::GO:0006820
Anatomy::UBERON:0002371,AuG,Gene::6850
Gene::5155,GpBP,Biological_Process::GO:0071417
Compound::DB00584,CcSE,Side_Effect::C0033774
Gene::9987,GiG,Gene::55832
Gene::10842,GcG,Gene::148268
Gene::25906,GpBP,Biological_Process::GO:0045861
Gene::7295,GiG,Gene::9737
Gene::7529,GiG,Gene::10971
Gene::59352,Gr>G,Gene::1066
Gene::2743,GpBP,Biological_Process::GO:0006820
Gene::2625,Gr>G,Gene::51021
Gene::1454,GiG,Gene::7316
Gene::55593,GcG,Gene::5500
Gene::50,Gr>G,Gene::26520
Anatomy::UBERON:0001675,AdG,Gene::9900
Gene::23439,GcG,Gene::7574
Gene::8985,Gr>G,Gene::5092
Gene::10785,GiG,Gene::4234
Compound::DB01217,CcSE,Side_Effect::C0012833
Gene::137735,GpBP,Biological_Process::GO:0034504
Anatomy::UBERON:0000995,AuG,Gene::57192
Gene::8635,Gr>G,Gene::6304
Gene::351,GiG,Gene::23327
Compound::DB00995,CtD,Disease::DOID:7148
Anatomy::UBERON:0002082,AuG,Gene::2274
Gene::23581,Gr>G,Gene::22827
Gene::6233,GpBP,Biological_Process::GO:0016259
Gene::55041,GpCC,Cellular_Component::GO:0005768
Gene::3952,GpBP,Biological_Process::GO:0006631
Gene::390259,GpMF,Molecular_Function::GO:0000975
Gene::7185,GiG,Gene::7187
Gene::1504,Gr>G,Gene::8574
Gene::128866,GpBP,Biological_Process::GO:0000920
Compound::DB00374,CdG,Gene::54541
Gene::166793,Gr>G,Gene::1066
Gene::5887,GpBP,Biological_Process::GO:0048609
Gene::4204,GpBP,Biological_Process::GO:0016569
Gene::5347,Gr>G,Gene::890
Compound::DB00323,CcSE,Side_Effect::C0027497
Gene::5034,Gr>G,Gene::4282
Gene::22809,GcG,Gene::4909
Gene::212,Gr>G,Gene::5223
Gene::51619,GiG,Gene::255488
Gene::151056,GpBP,Biological_Process::GO:1903305
Gene::4354,GpBP,Biological_Process::GO:0046037
Gene::6498,GiG,Gene::55729
Gene::80312,GpBP,Biological_Process::GO:1902275
Gene::4616,Gr>G,Gene::22827
Gene::1153,GcG,Gene::83460
Gene::3660,GiG,Gene::7316
Compound::DB01092,CdG,Gene::85002
Compound::DB01273,CuG,Gene::1738
Gene::8914,GpBP,Biological_Process::GO:0006259
Gene::3326,GpBP,Biological_Process::GO:0006468
Gene::23612,GiG,Gene::10985
Gene::7142,GpBP,Biological_Process::GO:0019953
Compound::DB00290,CcSE,Side_Effect::C0546817
Gene::3836,GiG,Gene::9768
Gene::10084,GpMF,Molecular_Function::GO:0000989
Compound::DB08911,CdG,Gene::1026
Compound::DB04861,CbG,Gene::155
Compound::DB01229,CdG,Gene::7280
Anatomy::UBERON:0000473,AdG,Gene::23210
Gene::136,Gr>G,Gene::6850
Gene::51378,GpBP,Biological_Process::GO:2000145
Gene::27112,GcG,Gene::7574
Gene::6497,GpBP,Biological_Process::GO:0090092
Gene::3993,GiG,Gene::5584
Gene::1609,GcG,Gene::124245
Gene::57104,GpPW,Pathway::PC7_5326
Gene::11076,GpBP,Biological_Process::GO:0007010
Gene::29960,GpBP,Biological_Process::GO:0032259
Gene::47,GiG,Gene::7316
Gene::672,GpBP,Biological_Process::GO:0032446
Gene::2264,GiG,Gene::2260
Gene::7111,GpBP,Biological_Process::GO:0032970
Compound::DB00429,CcSE,Side_Effect::C0020649
Gene::958,Gr>G,Gene::10964
Gene::166785,GpBP,Biological_Process::GO:0019395
Compound::DB00104,CcSE,Side_Effect::C0002792
Gene::6421,GpBP,Biological_Process::GO:0006397
Gene::50937,GpBP,Biological_Process::GO:0061061
Anatomy::UBERON:0001225,AdG,Gene::5066
Gene::10016,GiG,Gene::9040
Gene::6653,GiG,Gene::23163
Compound::DB00444,CuG,Gene::899
Gene::1756,GiG,Gene::7316
Gene::23746,GpBP,Biological_Process::GO:0007601
Gene::157855,GpBP,Biological_Process::GO:0009988
Gene::8347,GpPW,Pathway::PC7_6815
Gene::10273,GcG,Gene::399473
Gene::3276,GcG,Gene::71
Gene::5599,GpPW,Pathway::PC7_8058
Gene::83443,GpBP,Biological_Process::GO:0000398
Anatomy::UBERON:0000966,AeG,Gene::51109
Gene::27252,GpMF,Molecular_Function::GO:0019787
Gene::5027,GpBP,Biological_Process::GO:0050716
Gene::5351,GpBP,Biological_Process::GO:0055114
Gene::4747,GpBP,Biological_Process::GO:0032869
Disease::DOID:9296,DlA,Anatomy::UBERON:0001710
Gene::10681,Gr>G,Gene::2791
Gene::7314,Gr>G,Gene::6233
Gene::259285,GcG,Gene::9914
Compound::DB00448,CcSE,Side_Effect::C0037274
Compound::DB00740,CcSE,Side_Effect::C0009806
Gene::267,GpMF,Molecular_Function::GO:0019787
Gene::23513,GpBP,Biological_Process::GO:0043547
Gene::623,GpBP,Biological_Process::GO:2000021
Gene::147686,Gr>G,Gene::22827
Gene::5993,Gr>G,Gene::22827
Compound::DB06287,CdG,Gene::54541
Anatomy::UBERON:0002046,AuG,Gene::83999
Gene::122011,Gr>G,Gene::388650
Gene::5707,Gr>G,Gene::5684
Gene::9700,Gr>G,Gene::9133
Gene::2710,GpBP,Biological_Process::GO:0019751
Compound::DB00530,CdG,Gene::7866
Gene::79929,GpBP,Biological_Process::GO:0006497
Gene::7534,GpPW,Pathway::PC7_4112
Disease::DOID:2394,DaG,Gene::1029
Gene::7341,GiG,Gene::51547
Compound::DB08819,CcSE,Side_Effect::C0151827
Gene::7143,GpBP,Biological_Process::GO:0048812
Gene::330,Gr>G,Gene::329
Gene::30835,GpMF,Molecular_Function::GO:0030246
Gene::6428,Gr>G,Gene::7153
Gene::3815,GpBP,Biological_Process::GO:0007283
Gene::2931,Gr>G,Gene::54504
Gene::56616,Gr>G,Gene::26520
Gene::1816,GpBP,Biological_Process::GO:0031281
Compound::DB06287,CuG,Gene::54541
Compound::DB00307,CcSE,Side_Effect::C0234215
Gene::29988,GpCC,Cellular_Component::GO:0000323
Gene::30812,GpBP,Biological_Process::GO:0007283
Anatomy::UBERON:0001697,AeG,Gene::7316
Gene::8738,Gr>G,Gene::146909
Gene::1154,GiG,Gene::7316
Gene::6447,GpBP,Biological_Process::GO:0051604
Gene::2775,GpPW,Pathway::PC7_6507
Gene::6240,Gr>G,Gene::22827
Gene::115330,Gr>G,Gene::26173
Gene::79145,GpCC,Cellular_Component::GO:0005758
Gene::684,GpBP,Biological_Process::GO:0043086
Gene::23092,GpBP,Biological_Process::GO:0051345
Compound::DB06703,CrC,Compound::DB01179
Compound::DB00687,CrC,Compound::DB01130
Disease::DOID:3083,DuG,Gene::718
Gene::55662,Gr>G,Gene::114899
Gene::35,Gr>G,Gene::5092
Anatomy::UBERON:0002113,AeG,Gene::54514
Gene::7791,GpBP,Biological_Process::GO:0030036
Gene::9057,GpCC,Cellular_Component::GO:0016323
Gene::56916,GiG,Gene::51547
Gene::114134,GpBP,Biological_Process::GO:0008643
Gene::770,GcG,Gene::29101
Anatomy::UBERON:0003126,AuG,Gene::25924
Gene::9759,Gr>G,Gene::6304
Gene::55326,GpBP,Biological_Process::GO:0002520
Gene::7425,GcG,Gene::7572
Compound::DB00503,CbG,Gene::1559
Disease::DOID:14330,DaG,Gene::3356
Gene::7433,Gr>G,Gene::22827
Gene::83878,GiG,Gene::285753
Gene::4086,GiG,Gene::4089
Gene::3860,GiG,Gene::54165
Gene::6622,GpBP,Biological_Process::GO:0018958
Gene::10555,GpBP,Biological_Process::GO:0001959
Gene::1786,Gr>G,Gene::11065
Gene::54949,GpBP,Biological_Process::GO:0019693
Gene::1573,GpBP,Biological_Process::GO:0001676
Gene::7297,GpPW,Pathway::PC7_7266
Gene::7469,GpBP,Biological_Process::GO:0044403
Gene::6373,GpBP,Biological_Process::GO:0051270
Gene::5925,GpPW,Pathway::PC7_2532
Gene::54659,Gr>G,Gene::22827
Gene::4893,Gr>G,Gene::5092
Gene::5817,GpBP,Biological_Process::GO:0030260
Gene::431704,GpPW,Pathway::PC7_7439
Gene::54768,GpBP,Biological_Process::GO:0032990
Gene::51441,GcG,Gene::220988
Gene::10211,GpCC,Cellular_Component::GO:0070161
Gene::10479,GpBP,Biological_Process::GO:0098660
Disease::DOID:363,DaG,Gene::1956
Gene::2779,GpBP,Biological_Process::GO:0009584
Gene::56993,Gr>G,Gene::22827
Gene::291,Gr>G,Gene::11004
Gene::206358,Gr>G,Gene::79174
Gene::5741,GpPW,Pathway::PC7_3994
Gene::516,GpMF,Molecular_Function::GO:0022891
Gene::780,Gr>G,Gene::5223
Gene::10193,GiG,Gene::255488
Compound::DB00548,CcSE,Side_Effect::C0677500
Gene::5629,GpBP,Biological_Process::GO:0048738
Gene::222183,GcG,Gene::4692
Disease::DOID:5419,DpS,Symptom::D012893
Gene::80763,GpMF,Molecular_Function::GO:0001664
Disease::DOID:3310,DaG,Gene::7040
Gene::6608,GpBP,Biological_Process::GO:0035295
Gene::6678,GpBP,Biological_Process::GO:0007596
Gene::3065,GiG,Gene::9759
Gene::873,Gr>G,Gene::2537
Gene::653308,GpPW,Pathway::PC7_7649
Gene::5689,Gr>G,Gene::9861
Gene::1600,GiG,Gene::11030
Compound::DB00477,CcSE,Side_Effect::C0013384
Gene::10369,GpPW,Pathway::PC7_5887
Gene::3624,GpBP,Biological_Process::GO:0008406
Anatomy::UBERON:0001708,AeG,Gene::79594
Gene::11254,Gr>G,Gene::51021
Anatomy::UBERON:0001295,AuG,Gene::3107
Gene::2903,GpCC,Cellular_Component::GO:0008328
Compound::DB01192,CcSE,Side_Effect::C0015230
Gene::3301,GpBP,Biological_Process::GO:0042326
Gene::2132,GiG,Gene::7316
Gene::11014,Gr>G,Gene::79073
Gene::1385,GpBP,Biological_Process::GO:0000122
Gene::84231,Gr>G,Gene::22827
Gene::54658,GpBP,Biological_Process::GO:0052695
Gene::26227,Gr>G,Gene::10797
Anatomy::UBERON:0002018,AeG,Gene::3600
Compound::DB04839,CrC,Compound::DB04575
Gene::23118,Gr>G,Gene::3838
Gene::11104,GpCC,Cellular_Component::GO:0005815
Gene::4323,Gr>G,Gene::22827
Gene::5631,GpCC,Cellular_Component::GO:0061695
Gene::9443,Gr>G,Gene::51003
Gene::9056,GpBP,Biological_Process::GO:0050817
Gene::1314,GiG,Gene::22820
Gene::60491,GiG,Gene::79873
Compound::DB04839,CcSE,Side_Effect::C0002792
Gene::9,Gr>G,Gene::2778
Gene::6000,Gr>G,Gene::2770
Gene::57721,Gr>G,Gene::22827
Compound::DB00799,CcSE,Side_Effect::C0151505
Gene::6404,GpBP,Biological_Process::GO:0044409
Gene::3688,GpBP,Biological_Process::GO:0007160
Gene::8678,GpCC,Cellular_Component::GO:0019898
Gene::9221,Gr>G,Gene::22827
Gene::10045,GcG,Gene::128272
Compound::DB00576,CuG,Gene::8884
Gene::348110,GpBP,Biological_Process::GO:0008064
Compound::DB01268,CuG,Gene::6714
Gene::403,Gr>G,Gene::22827
Gene::10116,GiG,Gene::55832
Gene::10523,Gr>G,Gene::22827
Gene::23400,GpMF,Molecular_Function::GO:0042626
Gene::6934,GpBP,Biological_Process::GO:0090087
Gene::83992,GpCC,Cellular_Component::GO:0045202
Gene::375,Gr>G,Gene::29082
Gene::258010,GpBP,Biological_Process::GO:0009894
Gene::4037,GpBP,Biological_Process::GO:0050776
Gene::1062,Gr>G,Gene::23635
Gene::10312,GpBP,Biological_Process::GO:0006812
Compound::DB01043,CcSE,Side_Effect::C0042029
Gene::6813,GcG,Gene::10398
Gene::3880,GpBP,Biological_Process::GO:0055001
Gene::51520,Gr>G,Gene::22827
Gene::50814,Gr>G,Gene::1738
Compound::DB01273,CdG,Gene::1738
Gene::23109,GpCC,Cellular_Component::GO:0031256
Gene::79717,GpBP,Biological_Process::GO:0042278
Gene::6877,GpBP,Biological_Process::GO:0006368
Gene::338,Gr>G,Gene::4023
Gene::7007,GcG,Gene::147040
Gene::3669,Gr>G,Gene::5092
Gene::6659,GpBP,Biological_Process::GO:0000122
Compound::DB01628,CuG,Gene::1738
Compound::DB00619,CcSE,Side_Effect::C0015230
Gene::6812,GpBP,Biological_Process::GO:0099537
Compound::DB01618,CcSE,Side_Effect::C0027849
Gene::1044,GcG,Gene::7574
Gene::64764,Gr>G,Gene::7298
Gene::5747,GpPW,Pathway::PC7_1863
Gene::60506,GcG,Gene::56949
Gene::51495,Gr>G,Gene::57192
Gene::5800,GpBP,Biological_Process::GO:0006470
Gene::572,Gr>G,Gene::1500
Disease::DOID:7147,DlA,Anatomy::UBERON:0002414
Gene::10439,GpCC,Cellular_Component::GO:0043235
Gene::1717,GiG,Gene::55161
Gene::8576,Gr>G,Gene::22827
Gene::9615,GpBP,Biological_Process::GO:0046700
Gene::5336,Gr>G,Gene::5335
Gene::1234,GpCC,Cellular_Component::GO:0009986
Gene::6901,GcG,Gene::5864
Gene::10251,GcG,Gene::4692
Gene::5917,GiG,Gene::7316
Compound::DB00690,CcSE,Side_Effect::C0013144
Anatomy::UBERON:0002285,AeG,Gene::2353
Gene::3925,GpBP,Biological_Process::GO:0000226
Gene::10318,GiG,Gene::351
Compound::DB06268,CcSE,Side_Effect::C0010200
Gene::26580,GpBP,Biological_Process::GO:0019216
Gene::25839,Gr>G,Gene::5018
Gene::5290,GpPW,Pathway::PC7_6462
Compound::DB01241,CcSE,Side_Effect::C0012833
Gene::6461,Gr>G,Gene::6253
Gene::4851,Gr>G,Gene::4855
Compound::DB00743,CcSE,Side_Effect::C0027497
Gene::90655,Gr>G,Gene::2131
Gene::2564,GpCC,Cellular_Component::GO:1902495
Compound::DB01172,CcSE,Side_Effect::C0235280
Gene::7019,GpPW,Pathway::PC7_4116
Gene::10913,GpBP,Biological_Process::GO:0042633
Gene::94033,GpMF,Molecular_Function::GO:0016491
Gene::2925,GpPW,Pathway::PC7_7439
Gene::2152,Gr>G,Gene::22827
Gene::6299,GpCC,Cellular_Component::GO:0000118
Anatomy::UBERON:0001886,AeG,Gene::7316
Gene::22992,GcG,Gene::8353
Gene::6829,Gr>G,Gene::9133
Gene::3678,GpBP,Biological_Process::GO:0051701
Gene::6692,GpBP,Biological_Process::GO:0030162
Gene::9342,GpBP,Biological_Process::GO:0042384
Gene::65975,Gr>G,Gene::6304
Gene::2205,GpBP,Biological_Process::GO:0072330
Gene::109,GpPW,Pathway::PC7_2925
Gene::54556,Gr>G,Gene::6184
Gene::9794,GpPW,Pathway::PC7_4116
Compound::DB00520,CbG,Gene::213
Gene::5094,GcG,Gene::399473
Gene::51053,Gr>G,Gene::1738
Anatomy::UBERON:0002048,AdG,Gene::6387
Gene::5045,GpBP,Biological_Process::GO:0052547
Disease::DOID:2986,DaG,Gene::718
Gene::50810,Gr>G,Gene::10561
Gene::5423,Gr>G,Gene::22827
Gene::10544,Gr>G,Gene::79170
Gene::4314,GpBP,Biological_Process::GO:0044259
Gene::6184,GiG,Gene::8487
Gene::3685,GiG,Gene::3678
Gene::5764,GpBP,Biological_Process::GO:0050767
Gene::5763,Gr>G,Gene::26520
Compound::DB08816,CcSE,Side_Effect::C0027497
Compound::DB08881,CdG,Gene::54541
Gene::4108,Gr>G,Gene::22827
Gene::1203,GpBP,Biological_Process::GO:0030004
Gene::5565,GpPW,Pathway::PC7_5515
Gene::3199,GpBP,Biological_Process::GO:0048562
Gene::5573,GiG,Gene::5576
Compound::DB00831,CcSE,Side_Effect::C0686347
Gene::5331,GpBP,Biological_Process::GO:0007268
Compound::DB00675,CrC,Compound::DB00539
Gene::30827,GcG,Gene::399473
Gene::983,GpBP,Biological_Process::GO:0010389
Gene::8892,GpBP,Biological_Process::GO:0046660
Gene::51593,Gr>G,Gene::22827
Gene::6009,Gr>G,Gene::10057
Gene::7756,GpBP,Biological_Process::GO:0051129
Gene::3169,GpBP,Biological_Process::GO:0061138
Gene::64225,GcG,Gene::9411
Gene::2548,GpCC,Cellular_Component::GO:0005764
Gene::5663,GpBP,Biological_Process::GO:0050732
Gene::2863,Gr>G,Gene::22827
Gene::6348,GpBP,Biological_Process::GO:0030595
Gene::5777,GpBP,Biological_Process::GO:0016311
Gene::83666,GpBP,Biological_Process::GO:0006259
Gene::11202,GpBP,Biological_Process::GO:0051961
Gene::152926,GpBP,Biological_Process::GO:0016311
Compound::DB01095,CdG,Gene::5243
Gene::84501,GpBP,Biological_Process::GO:0051493
Gene::390148,Gr>G,Gene::23635
Gene::54363,GpMF,Molecular_Function::GO:0016491
Gene::710,GpBP,Biological_Process::GO:0030162
Gene::84219,GpBP,Biological_Process::GO:0071496
Gene::9796,GpBP,Biological_Process::GO:0006914
Gene::5127,Gr>G,Gene::10245
Gene::115362,GpBP,Biological_Process::GO:0032940
Disease::DOID:1793,DdG,Gene::6343
Gene::3320,Gr>G,Gene::3337
Gene::11230,Gr>G,Gene::1978
Gene::468,GpBP,Biological_Process::GO:0034249
Gene::5733,GpBP,Biological_Process::GO:1900542
Gene::2913,GpBP,Biological_Process::GO:0030809
Gene::25782,GpMF,Molecular_Function::GO:0031267
Gene::8945,Gr>G,Gene::10273
Compound::DB00877,CuG,Gene::51491
Gene::2191,GiG,Gene::27151
Gene::51119,GpBP,Biological_Process::GO:0070507
Compound::DB01233,CcSE,Side_Effect::C0392156
Gene::11344,GpBP,Biological_Process::GO:0031346
Gene::351,GpPW,Pathway::PC7_4741
Gene::5873,Gr>G,Gene::94122
Gene::10890,GpBP,Biological_Process::GO:0072657
Gene::7846,GpCC,Cellular_Component::GO:0005874
Gene::375791,GcG,Gene::1856
Gene::1072,GiG,Gene::11034
Gene::5825,GpBP,Biological_Process::GO:0006869
Compound::DB01229,CcSE,Side_Effect::C0015672
Gene::2280,GpBP,Biological_Process::GO:0006457
Gene::1647,Gr>G,Gene::9133
Gene::5337,GpBP,Biological_Process::GO:0042742
Compound::DB00305,CdG,Gene::55143
Gene::5589,GpPW,Pathway::PC7_5330
Gene::7589,GcG,Gene::93377
Gene::51742,GpBP,Biological_Process::GO:0007283
Gene::10919,Gr>G,Gene::7103
Gene::9353,GpBP,Biological_Process::GO:0050925
Gene::6304,GiG,Gene::7316
Gene::360023,Gr>G,Gene::22827
Gene::163,GpPW,Pathway::PC7_5157
Gene::1352,GpBP,Biological_Process::GO:0046034
Gene::8417,GpBP,Biological_Process::GO:0002705
Gene::5073,GpBP,Biological_Process::GO:0007283
Gene::84912,GpBP,Biological_Process::GO:0071705
Gene::3146,GiG,Gene::7316
Gene::23228,GpBP,Biological_Process::GO:0030097
Gene::55116,GcG,Gene::399473
Gene::2534,GpBP,Biological_Process::GO:0061564
Anatomy::UBERON:0000992,AdG,Gene::5216
Gene::23576,GpBP,Biological_Process::GO:2001057
Gene::51512,GpBP,Biological_Process::GO:1902806
Gene::51433,GpBP,Biological_Process::GO:0009895
Gene::71,GpPW,Pathway::PC7_4741
Gene::266977,Gr>G,Gene::4282
Gene::1831,Gr>G,Gene::22827
Gene::9134,GiG,Gene::5933
Gene::91304,GcG,Gene::57216
Compound::DB00839,CcSE,Side_Effect::C0030312
Gene::2817,Gr>G,Gene::22934
Gene::32,Gr>G,Gene::23089
Compound::DB01132,CcSE,Side_Effect::C0004093
Gene::255626,GpPW,Pathway::PC7_7439
Gene::377,GiG,Gene::7316
Gene::8318,GpBP,Biological_Process::GO:0000278
Disease::DOID:635,DaG,Gene::5243
Compound::DB00497,CcSE,Side_Effect::C0017178
Gene::3757,GpBP,Biological_Process::GO:0010107
Gene::3688,GpMF,Molecular_Function::GO:0050839
Gene::25824,Gr>G,Gene::22827
Gene::6154,GiG,Gene::10987
Gene::80271,GpBP,Biological_Process::GO:0016236
Gene::5686,GpBP,Biological_Process::GO:0048011
Gene::5744,Gr>G,Gene::4830
Gene::3753,GpMF,Molecular_Function::GO:0015077
Gene::5987,GcG,Gene::4005
Gene::5434,GiG,Gene::5431
Gene::998,GiG,Gene::5879
Gene::2746,GiG,Gene::79001
Gene::3077,GpBP,Biological_Process::GO:0055072
Gene::8772,Gr>G,Gene::841
Gene::3164,Gr>G,Gene::51382
Gene::5925,GpBP,Biological_Process::GO:0007067
Gene::23476,Gr>G,Gene::4830
Gene::81929,GpBP,Biological_Process::GO:0035821
Gene::84962,GpPW,Pathway::PC7_5029
Compound::DB01267,CcSE,Side_Effect::C0027765
Compound::DB01001,CcSE,Side_Effect::C0039231
Disease::DOID:14330,DuG,Gene::3356
Gene::2028,GpCC,Cellular_Component::GO:0005764
Gene::1387,GiG,Gene::8370
Gene::818,GpBP,Biological_Process::GO:0071900
Gene::9826,GcG,Gene::23365
Gene::3516,GpBP,Biological_Process::GO:0043588
Gene::2194,GiG,Gene::7316
Gene::3326,Gr>G,Gene::3320
Gene::345,GpBP,Biological_Process::GO:0015918
Gene::6157,GpBP,Biological_Process::GO:0019752
Gene::2760,GpBP,Biological_Process::GO:0016042
Disease::DOID:2531,DaG,Gene::4318
Gene::965,Gr>G,Gene::5223
Gene::8767,GpBP,Biological_Process::GO:0002758
Gene::22891,Gr>G,Gene::4830
Gene::3976,GpBP,Biological_Process::GO:1902275
Gene::10155,GpBP,Biological_Process::GO:0032446
Gene::392862,GcG,Gene::128272
Gene::150094,Gr>G,Gene::7103
Gene::286,GpPW,Pathway::PC7_1863
Gene::25937,GpBP,Biological_Process::GO:0006511
Gene::302,GpBP,Biological_Process::GO:0050818
Gene::10089,GpBP,Biological_Process::GO:0034762
Gene::727851,GpMF,Molecular_Function::GO:0051020
Gene::7040,GpBP,Biological_Process::GO:0009156
Gene::1949,Gr>G,Gene::29082
Gene::3918,GpPW,Pathway::PC7_3777
Gene::8854,GpMF,Molecular_Function::GO:0008289
Gene::85397,GpCC,Cellular_Component::GO:0098562
Disease::DOID:10608,DpS,Symptom::D015746
Gene::875,Gr>G,Gene::26520
Gene::6856,Gr>G,Gene::79073
Gene::219931,GpBP,Biological_Process::GO:0030003
Compound::DB01177,CuG,Gene::89845
Gene::26064,Gr>G,Gene::58472
Gene::3066,Gr>G,Gene::9219
Compound::DB01156,CcSE,Side_Effect::C0037274
Gene::8841,GiG,Gene::8359
Gene::6697,Gr>G,Gene::79073
Gene::91300,GcG,Gene::399473
Gene::10891,GpBP,Biological_Process::GO:0071396
Gene::57449,Gr>G,Gene::26520
Gene::5710,Gr>G,Gene::5686
Gene::3693,GpBP,Biological_Process::GO:0016032
Gene::16,Gr>G,Gene::5831
Gene::9037,GpBP,Biological_Process::GO:0040008
